"act_lb_n_pos_p_evening=0, act_lb_n_p_cap_C_evening=1, act_lb_curt_pos_p_evening=1"
"act_lb_n_pos_p_evening=1, act_lb_n_p_cap_C_evening=0, act_lb_curt_pos_p_evening=1"
"act_lb_n_pos_p_evening=1, act_lb_n_p_cap_C_evening=1, act_lb_curt_pos_p_evening=0"
"act_lb_n_pos_p_evening=1, act_lb_n_p_cap_C_evening=1, act_lb_curt_pos_p_evening=1"
