"act_lb_n_pos_p_day=0, act_lb_n_p_cap_C_day=1, act_lb_g_pos_p_day=1"
"act_lb_n_pos_p_day=1, act_lb_n_p_cap_C_day=0, act_lb_g_pos_p_day=1"
"act_lb_n_pos_p_day=1, act_lb_n_p_cap_C_day=1, act_lb_g_pos_p_day=0"
"act_lb_n_pos_p_day=1, act_lb_n_p_cap_C_day=1, act_lb_g_pos_p_day=1"
